Source,Date,PO,Client,Route,Aircraft,Tail,Operator,Pay Terms,Client Invoiced,Operator Paid,Margin,Funded By,Deposited To,Check/Deposit #,Jonny Profits,Jonny Invested,Jonny Owed,Jonny Returned,Client Paid?,OnFly Paid?,Investor Paid?,Operator Paid?,Bill in QB?,Referral,Referral Paid?
Live,2026-06-12,PO #00318,PSA Airlines,KCVG → KDFW,Falcon 20,N20WK,ROYAL AIR CHARTER,Net 30,25100,21412.9,3687.0999999999985,Jonny 1%,OFA Biz Acct,PSA ACH #403701,214.12900000000002,21412.9,0,21627.029000000002,Yes,No,Yes,Yes,No,,No
Live,2026-06-11,PO #00316,PSA Airlines,KCAK → KDFW,C310,N1908G,AIR Z FLYING SERVICE (Larry),Net 30,13450,12000,1450,Jonny 1%,OFA Biz Acct,PSA ACH #403701,120,12000,0,12120,Yes,No,Yes,Yes,No,,No
Live,2026-06-10,PO #00315,PSA Airlines,KSAV → KPNS,SR-22,N606MF,Axio,Net 30,7900,7000,900,Jonny 1%,OFA Biz Acct,PSA ACH #403701,70,7000,0,7070,Yes,No,Yes,Yes,No,,No
Live,2026-06-03,PO #00314,PSA Airlines,KNQA → KCLT,C404,N103RC,"Sonrise Aviation, LLC",Net 30,9700,8495,1205,Jonny 1%,OFA Biz Acct,PSA ACH #403342,84.95,8495,0,8579.95,Yes,No,Yes,Yes,No,,No
Live,2026-06-02,PO #00313,PSA Airlines,KCAK → KMSP,C310 / Carvan ,C310 = N4284M CARAVAN =  N179SA,"Sonrise Aviation, LLC",Net 30,18300,16800,1500,Jonny 1%,OFA Biz Acct,PSA ACH #403342,168,16800,0,16968,Yes,No,Yes,Yes,No,,No
Live,2026-05-30,PO #00312,PSA Airlines,KDAY → KMSY,Aerostar,N52MG,Castle Aviation,Net 30,11750,7515.79,4234.21,Jonny 1%,OFA Biz Acct,PSA ACH #403214,75.1579,7515.79,0,7590.9479,Yes,No,Yes,Yes,No,,No
Live,2026-05-30,PO #00311,PSA Airlines,KCAK → KBTV,Piper Aerostar,N52MG,CASTLE AVIATION INC,Net 30,6600,5070,1530,Jonny 1%,OFA Biz Acct,PSA ACH #403214,50.7,5070,0,5120.7,Yes,No,Yes,Yes,No,,No
Live,2026-05-28,PO #00310,PSA Airlines,KDAY → KROC,C310,N1908G,AIR Z FLYING SERVICE (Larry),Net 30,6000,4500,1500,Jonny 1%,OFA Biz Acct,PSA ACH #403214,45,4500,0,4545,Yes,No,Yes,Yes,No,,No
Live,2026-05-27,PO #00309,PSA Airlines,KCAK → KCVG → KPIA,C404,N103RC,"Sonrise Aviation, LLC",Net 30,10000,8482,1518,Jonny 1%,OFA Biz Acct,PSA ACH #403080,84.82000000000001,8482,0,8566.82,Yes,No,Yes,Yes,No,,No
Live,2026-05-26,PO #00306,PSA Airlines,KDAY → KCLT,C310,N5336C,Miller Aviation,Net 30,5750,5115,635,Jonny 1%,OFA Biz Acct,PSA ACH #403080,51.15,5115,0,5166.15,Yes,No,Yes,Yes,No,,No
Live,2026-05-26,PO #00307,PSA Airlines,KGSP → KBTR,King Air 90,N643EA,EXECUTIVE SHUTTLE,Net 30,9800,8551.24,1248.7600000000002,Jonny 1%,OFA Biz Acct,PSA ACH #403080,85.5124,8551.24,0,8636.7524,Yes,No,Yes,Yes,No,,No
Live,2026-05-26,PO #00308,PSA Airlines,KDAY → KCAK → KHPN,C310,N6209X,"MILLER AVIATION, LLC",Net 30,8100,6623.9,1476.1000000000004,Jonny 1%,OFA Biz Acct,PSA ACH #403080,66.239,6623.9,0,6690.138999999999,Yes,No,Yes,Yes,No,,No
Live,2026-05-26,PO #00305,PSA Airlines,KCVG → KDFW,C310,N2738B,"Sonrise Aviation, LLC",Net 30,10800,10083.93,716.0699999999997,Jonny 1%,OFA Biz Acct,PSA ACH #403080,100.83930000000001,10083.93,0,10184.7693,Yes,No,Yes,Yes,No,,No
Live,2026-05-24,PO #00304,PSA Airlines,KDAY → KXNA,King Air 90,N643EA,EXECUTIVE SHUTTLE,Net 30,12500,11830.63,669.3700000000008,Jonny 1%,OFA Biz Acct,PSA ACH #402964,118.3063,11830.63,0,11948.9363,Yes,No,Yes,Yes,No,,No
Live,2026-05-23,PO #00303,PSA Airlines,KDAY → KCAK → KXNA,C310,N6209X,"MILLER AVIATION, LLC",Net 30,9500,8060,1440,Jonny 1%,OFA Biz Acct,PSA ACH #402964,80.60000000000001,8060,0,8140.6,Yes,No,Yes,Yes,No,,No
Live,2026-05-22,PO #00302,PSA Airlines,KCVG → CYUL,Aerostar,TBD,"CASTLE AIR CHARTERS, LTD",Net 30,10500,8920,1580,Jonny 1%,OFA Biz Acct,PSA ACH #402964,89.2,8920,0,9009.2,Yes,No,Yes,Yes,No,,No
Live,2026-05-21,PO #00301,PSA Airlines,KCLT → KLFT,Cheyenne ,N154CA,FedAir (Mario),Net 30,25000,24500,500,Jonny 1%,OFA Biz Acct,PSA ACH #402964,245,24500,0,24745,Yes,No,Yes,Yes,No,,No
Live,2026-05-19,PO #00601,Bill Lawson,KJWN → KMLU → KJWN,King Air 90,N643EA,EXECUTIVE SHUTTLE,Due Before the Trip. ,13500,10995,2505,Jonny 1%,OFA Biz Acct,TWO QB Deposits,109.95,10995,0,11104.95,Yes,No,Yes,Yes,No,,No
Live,2026-05-17,PO #00300,PSA Airlines,KCAK → KMCI,Piper Cheyenne,N154CA,FedAir (Mario),Net 30,21000,19500,1500,Jonny 1%,OFA Biz Acct,PSA ACH #402692,195,19500,0,19695,Yes,No,Yes,Yes,No,,No
Live,2026-05-16,PO #00299,PSA Airlines,KCAK → KMCI,C310,N6209X,Miller Aviation,Net 30,8500,7308,1192,Jonny 1%,OFA Biz Acct,PSA ACH #402692,73.08,7308,0,7381.08,Yes,No,Yes,Yes,No,,No
Live,2026-05-16,PO #00298,PSA Airlines,KCAK → KMCI,Piper Cheyenne,N154CA,FedAir (Mario),Net 30,21000,19500,1500,Jonny 1%,OFA Biz Acct,PSA ACH #402692,195,19500,0,19695,Yes,No,Yes,Yes,No,,No
Live,2026-05-13,PO #00297,PSA Airlines,KDFW → KGSP,King Air 90,N643EA,EXECUTIVE SHUTTLE,Net 30,14500,9979,4521,Jonny 1%,OFA Biz Acct,PSA ACH #402573,99.79,9979,0,10078.79,Yes,No,Yes,Yes,No,,No
Live,2026-05-12,PO #00296,PSA Airlines,KCKB → KGSP,C310,N5336C,Miller Aviation,Net 30,6900,5600,1300,Jonny 1%,OFA Biz Acct,PSA ACH #402461,56,5600,0,5656,Yes,No,Yes,Yes,No,,No
Live,2026-05-10,PO #00295,PSA Airlines,KGSP → KMAF,Barron,N4380W,Axio,Net 30,15500,14333,1167,Jonny 1%,OFA Biz Acct,PSA ACH #402461,143.33,14333,0,14476.33,Yes,No,Yes,Yes,No,,No
Live,2026-05-08,PO #00294,PSA Airlines,KCKB → KGRR,King Air 90,N643EA,EXECUTIVE SHUTTLE,Net 30,11100,9711.25,1388.75,Jonny 1%,OFA Biz Acct,PSA ACH #402342,97.1125,9711.25,0,9808.3625,Yes,No,Yes,Yes,No,,No
Live,2026-05-07,PO #00291,PSA Airlines,KCVG → KTUL,Piper Cheyenne,N154CA,FedAir (Mario),Net 30,18900,17800,1100,Jonny 1%,OFA Biz Acct,PSA ACH #402342,178,17800,0,17978,Yes,No,Yes,Yes,No,,No
Live,2026-05-07,PO #00293,PSA Airlines,KNQA → KIAD,Baron 58,N4380W,Axio,Net 30,9400,8240,1160,Jonny 1%,OFA Biz Acct,PSA ACH #402342,82.4,8240,0,8322.4,Yes,No,Yes,Yes,No,,No
Live,2026-05-07,PO #00292,PSA Airlines,KCVG → KDFW,C310,N1908G,AIR Z FLYING SERVICE (Larry),Net 30,13000,10450,2550,Jonny 1%,OFA Biz Acct,PSA ACH #402342,104.5,10450,0,10554.5,Yes,No,Yes,Yes,No,,No
Live,2026-05-06,PO #00290,PSA Airlines,KCAK → KIAD,C310,N1908G,Air Z Flying Service Inc,Net 30,5500,3900,1600,Jonny 1%,OFA Biz Acct,PSA ACH #402342,39,3900,0,3939,Yes,No,Yes,Yes,No,,No
Live,2026-05-05,PO #00289,PSA Airlines,KCKB → KDFW,C310,N2738B,"Sonrise Aviation, LLC",Net 30,12500,10833.92,1666.08,Jonny 1%,OFA Biz Acct,PSA ACH #402342,108.3392,10833.92,0,10942.2592,Yes,No,Yes,Yes,No,,No
Live,2026-05-03,PO #00288,PSA Airlines,KCKB → KDFW,C310,N5336C,Miller Aviation,Net 30,12500,11433.92,1066.08,Jonny 1%,OFA Biz Acct,PSA ACH #402208,114.3392,11433.92,0,11548.2592,Yes,No,Yes,Yes,No,,No
Live,2026-05-02,PO #00287,PSA Airlines,KCKB → KTYS,C310,N5336C,Miller Aviation,Net 30,6500,4900,1600,Jonny 1%,OFA Biz Acct,PSA ACH #402208,49,4900,0,4949,Yes,No,Yes,Yes,No,,No
Live,2026-05-01,PO #00286,PSA Airlines,KORF → KBTV,C310,N15TV,Ace Transport Service Inc,Net 30,10250,8635.6,1614.3999999999996,Jonny 1%,OFA Biz Acct,PSA ACH #402009,86.35600000000001,8635.6,0,8721.956,Yes,No,Yes,Yes,No,,No
Live,2026-04-30,PO #00285,PSA Airlines,KORF → KBTV,TBM,N651WB,Contrail Inc,Net 30,11500,10249.95,1250.0499999999993,Jonny 1%,OFA Biz Acct,PSA ACH #402009,102.49950000000001,10249.95,0,10352.4495,Yes,No,Yes,Yes,No,,No
Live,2026-04-30,PO #00284,PSA Airlines,KCLT → KBHM → KCLT,King Air 90,N643EA,EXECUTIVE SHUTTLE,Net 30,9650,8394.38,1255.6200000000008,Jonny 1%,OFA Biz Acct,PSA ACH #402009,83.9438,8394.38,0,8478.323799999998,Yes,No,Yes,Yes,No,,No
Live,2026-04-28,PO #00283,PSA Airlines,KDAY → KATL,C310,N98DM,"Sonrise Aviation, LLC",Net 30,7000,5413.82,1586.1800000000003,Jonny 1%,OFA Biz Acct,PSA ACH #402009,54.1382,5413.82,0,5467.9582,Yes,No,Yes,Yes,No,,No
Live,2026-04-28,PO #00282,PSA Airlines,KGSP → KMSP,King Air 200,N989LA,Axio,Net 30,24900,23695,1205,Jonny 1%,OFA Biz Acct,PSA ACH #402009,236.95000000000002,23695,0,23931.95,Yes,No,Yes,Yes,No,,No
Live,2026-04-27,PO #00281,PSA Airlines,KORF → KXNA,TBM,N651WB,Contrail Inc,Net 30,19900,18675,1225,Jonny 1%,OFA Biz Acct,PSA ACH #402009,186.75,18675,0,18861.75,Yes,No,Yes,Yes,No,,No
Live,2026-04-22,PO #00503,Endeavor Air,KHSV → KDTW,C404,N80BS,"Sonrise Aviation, LLC",Net 30,8512,7077,1435,Jonny 1%,OFA Biz Acct,Endeavor ACH #601202000011489,70.77,7077,0,7147.77,Yes,No,Yes,Yes,No,,No
Live,2026-04-22,PO #00280,PSA Airlines,KCLT → KDFW,King Air 90,N643EA,EXECUTIVE SHUTTLE,Net 30,14900,13832.68,1067.3199999999997,Jonny 1%,OFA Biz Acct,PSA ACH #401823,138.32680000000002,13832.68,0,13971.006800000001,Yes,No,Yes,Yes,No,,No
Live,2026-04-20,PO #00278,PSA Airlines,KCKB → KSAV,C310,N5336C,Miller Aviation,Net 30,8600,7508,1092,Jonny 1%,OFA Biz Acct,PSA ACH #401823,75.08,7508,0,7583.08,Yes,No,Yes,Yes,No,,No
Live,2026-04-20,PO #00279,PSA Airlines,KDAY → KPHL,C310,N2738B,"Sonrise Aviation, LLC",Net 30,6800,5680.8,1119.1999999999998,Jonny,OFA Biz Acct,PSA ACH #401823,56.808,5680.8,0,5680.8,Yes,No,Yes,Yes,No,,No
Live,2026-04-19,PO #00277,PSA Airlines,KCLT → KPHL,B58,N4380W,Axio,Net 30,8500,6934,1566,Jonny,OFA Biz Acct,PSA ACH #401668,69.34,6934,0,6934,Yes,No,Yes,Yes,No,,No
Live,2026-04-18,PO#A00275,PSA Airlines,,,,,Net 30,10652.5,9800,852.5,Jonny 1%,OFA Biz Acct,PSA ACH #401668,98,9800,0,9898,Yes,No,Yes,Yes,No,,No
Live,2026-04-18,PO #00276,PSA Airlines,KGSP → KDSM,King Air 200,N989LA,Axio,Net 30,18500,15434,3066,Jonny,OFA Biz Acct,PSA ACH #401668,154.34,15434,0,15434,Yes,No,Yes,Yes,No,,No
Live,2026-04-18,PO#B00275,PSA Airlines,,,,,Net 30,5547.5,4969.74,577.7600000000002,Jonny 1%,OFA Biz Acct,PSA ACH #401668,49.6974,4969.74,0,5019.4374,Yes,No,Yes,Yes,No,,No
Live,2026-04-17,PO #00273,PSA Airlines,KDAY → KJAN,C310,N2738B,"Sonrise Aviation, LLC",Net 30,8450,6995,1455,Jonny,OFA Biz Acct,PSA ACH #401668,69.95,6995,0,6995,Yes,No,Yes,Yes,No,,No
Live,2026-04-17,PO #00274,PSA Airlines,KGSP → KORF,C90,N643EA,EXECUTIVE SHUTTLE,Net 30,7900,6834,1066,Jonny,OFA Biz Acct,PSA ACH #401486,68.34,6834,0,6834,Yes,No,Yes,Yes,No,,No
Live,2026-04-13,PO #00272,PSA Airlines,KCKB → KCLT,C310,N3248M,"Sonrise Aviation, LLC",Net 30,6500,5130,1370,Jonny,OFA Biz Acct,PSA ACH#401359,51.300000000000004,5130,0,5130,Yes,No,Yes,Yes,No,,No
Live,2026-04-11,PO #00271,PSA Airlines,KCLT → KORF → KBTV,Baron 58,N4380W,Axio,Net 30,12100,10316,1784,Jonny,OFA Biz Acct,PSA ACH#401359,103.16,10316,0,10316,Yes,No,Yes,Yes,No,,No
Live,2026-04-08,PO #00269,PSA Airlines,KCLT → KIAD,Baron ,N758CA,Axio,Net 30,7000,5359,1641,Jonny 1%,OFA Biz Acct,PSA ACH# 401236,53.59,5359,0,5412.59,Yes,No,Yes,Yes,No,,No
Live,2026-04-08,PO #00270,PSA Airlines,KDAY → KCAK → KMKE,C310,N3284M,"Sonrise Aviation, LLC",Net 30,6100,4474.74,1625.2600000000002,Jonny 1%,OFA Biz Acct,PSA ACH# 401236,44.7474,4474.74,0,4519.4874,Yes,No,Yes,Yes,No,,No
Live,2026-03-31,PO #00600,Trans North,KDAY → KFTY,Citation Bravo,N510CN,Zanesville Aviation,Net 30,21106,20208,898,Jonny 1%,,1597,202.08,20208,0,20410.08,Yes,No,Yes,Yes,No,,No
Live,2026-03-31,PO #00268,PSA Airlines,KCLT → KIAD,KA 90,N643EA,Exec Shuttle,Net 30,9600,8438.38,1161.6200000000008,Jonny 1%,OFA Biz Acct,PSA ACH #400801,84.3838,8438.38,0,8522.763799999999,Yes,No,Yes,Yes,No,,No
Live,2026-03-30,PO #00267,PSA,KCAK → KMEM,Aerostar,N52MG,Castle Aviation,Net 30,6550,5150,1400,Jonny 1%,OFA Biz Acct,PSA ACH #400801,51.5,5150,0,5201.5,Yes,No,Yes,Yes,No,,No
Live,2026-03-28,PO #00266,PSA,KCLT → KJFK,KA 90,,Exec Shuttle,Net 30,14300,12970,1330,Jonny 1%,OFA Biz Acct,PSA ACH #400801,129.7,12970,0,13099.7,Yes,No,Yes,Yes,No,,No
Live,2026-03-26,PO #00265,PSA,KDAY → KMSP,C310,,Sonrise,Net 30,7800,6901.24,898.7600000000002,Jonny 1%,OFA Biz Acct,PSA ACH #400629,69.0124,6901.24,0,6970.252399999999,Yes,Yes,Yes,Yes,No,,No
Live,2026-03-26,PO #00264,PSA,KCVG → KMCI,C310,,Sonrise,Net 30,8500,7183,1317,Jonny 1%,OFA Biz Acct,PSA ACH #400629,71.83,7183,0,7254.83,Yes,Yes,Yes,Yes,No,,No
Live,2026-03-24,PO #00263,PSA,KGSP → KDAY,,,Axio,Net 30,6500,4800,1700,Jonny 1%,OFA Biz Acct,PSA ACH #400629,48,4800,0,4848,Yes,Yes,Yes,Yes,No,,No
Live,2026-03-23,PO #00262,PSA,KCLT → KBUF,C90,,Exec Shuttle,Net 30,11900,10209.13,1690.8700000000008,Jonny 1%,OFA Biz Acct,PSA ACH #400484,102.09129999999999,10209.13,0,10311.2213,Yes,Yes,Yes,Yes,No,,No
Live,2026-03-21,PO #00261,PSA,KCVG → KPWM,C310,,Sonrise,Net 30,9800,8635,1165,Jonny 1%,OFA Biz Acct,PSA ACH #400484,86.35000000000001,8635,0,8721.35,Yes,Yes,Yes,Yes,No,,No
Live,2026-03-20,PO #00259,PSA,KGSP → KMOB,KA 90,,Exec Shuttle,Net 30,9250,7925,1325,Jonny 1%,OFA Biz Acct,PSA ACH #400328,79.25,7925,0,8004.25,Yes,Yes,Yes,Yes,No,,No
Live,2026-03-20,PO #00260,PSA,KORF → KPWM,TBM 950,,Contrail,Net 30,12400,11020.84,1379.1599999999999,Jonny 1%,OFA Biz Acct,PSA ACH #400328,110.2084,11020.84,0,11131.0484,Yes,Yes,Yes,Yes,No,,No
Live,2026-03-18,PO #00258,PSA,KORF → KPWM,C310,,Ace,Net 30,9700,8327.6,1372.3999999999996,Jonny 1%,OFA Biz Acct,PSA ACH #400328,83.27600000000001,8327.6,0,8410.876,Yes,Yes,Yes,Yes,No,,No
Live,2026-03-17,PO #00257,PSA,KCAK → KPWM,C310,,Miller,Net 30,9600,8355,1245,Jonny 1%,OFA Biz Acct,PSA ACH #400178,83.55,8355,0,8438.55,Yes,Yes,Yes,Yes,No,,No
Live,2026-03-16,PO #00256,PSA,KCAK → KPVD,C404,,Sonrise,Net 30,10600,9346,1254,Jonny 1%,OFA Biz Acct,PSA ACH #400178,93.46000000000001,9346,0,9439.46,Yes,Yes,Yes,Yes,No,,No
Live,2026-03-10,PO #00255,PSA,KCLT → KBTR,KA 200,,Axio,Net 30,16800,15719,1081,Jonny 1%,OFA Biz Acct,400038,157.19,15719,0,15876.19,Yes,Yes,Yes,Yes,No,,No
Live,2026-03-09,PO #00254,PSA,KGSP → KJAN,KA 90,,Exec Shuttle,Net 30,9800,8398,1402,Jonny 1%,OFA Biz Acct,400038,83.98,8398,0,8481.98,Yes,Yes,Yes,Yes,No,,No
Live,2026-03-08,PO #00253,PSA,KDAY → KPHL,C310,,Miller,Net 30,6900,5494,1406,Jonny 1%,OFA Biz Acct,399897,54.94,5494,0,5548.94,Yes,Yes,Yes,Yes,No,,No
Live,2026-03-07,PO #00251,PSA,KCAK → KBTV,Cheyenne,,Fed Air,Net 30,22000,20700,1300,Jonny 1%,OFA Biz Acct,399897,207,20700,0,20907,Yes,Yes,Yes,Yes,No,,No
Live,2026-03-07,PO #00252,PSA,KORF → KPHL,TBM,,Contrail,Net 30,9100,6885.23,2214.7700000000004,Jonny 1%,OFA Biz Acct,399897,68.8523,6885.23,0,6954.082299999999,Yes,Yes,Yes,Yes,No,,No
Live,2026-03-06,PO #00250,PSA,KDAY → KDFW,C525,,Trans North,Net 30,18600,17015.63,1584.369999999999,Jonny 1%,OFA Biz Acct,399897,170.15630000000002,17015.63,0,17185.7863,Yes,Yes,Yes,Yes,No,,No
Live,2026-03-06,PO #00249,PSA,KCKB → KPHL,C310,,Air Z,Net 30,6100,4500,1600,Jonny 1%,OFA Biz Acct,399897,45,4500,0,4545,Yes,Yes,Yes,Yes,No,,No
Live,2026-03-05,PO #00248,PSA,KCVG → KMSP,KA 90,,Exec Shuttle,Net 30,14500,13268,1232,Jonny 1%,OFA Biz Acct,399750,132.68,13268,0,13400.68,Yes,Yes,Yes,Yes,No,,No
Live,2026-03-03,PO #00247,PSA,KCAK → KXNA,C310,,Fed Air,Net 30,19800,18600,1200,Jonny 1%,OFA Biz Acct,399750,186,18600,0,18786,Yes,Yes,Yes,Yes,No,,No
Legacy,2026-03-02,PO #00246,PSA,KCLT → KCID,B200,,Axio,Net 30,24500,23000,1500,Jonny 1%,,Awaiting Client Payment,230,23000,23230,,No,No,No,Yes,No,,No
Legacy,2026-02-28,PO #00245,PSA,KCVG → KMSP,C404,,Sonrise,Net 30,9100,7674.24,1425.76,Jonny 1%,,Awaiting Client Payment,76.74,7674.24,7750.98,,No,No,No,Yes,No,,No
Legacy,2026-02-26,PO #00244,PSA,KGSP → KMHT,KA90,,Exec Shuttle,Net 30,13500,11968,1532,Jonny 1%,,Awaiting Client Payment,119.68,11968,12087.68,,No,No,No,Yes,No,,No
Legacy,2026-02-16,PO #00243,PSA,KCKB → KDFW,C310,,Air Z,Net 30,11000,10000,1000,Jonny 1%,,Awaiting Client Payment,100,10000,10100,,No,No,No,Yes,No,,No
Legacy,2026-02-11,PO #00242,PSA,KCLT → KHPN,KA90,,Exec Shuttle,Net 30,12100,10968.08,1131.92,Jonny 1%,OFA Bank (8071),# 398858,109.68,10968.08,,11077.76,Yes,Yes,No,Yes,No,,No
Legacy,2026-02-10,PO #00241,PSA,KDAY → KMKE,C404,,Sonrise,Net 30,6800,5347,1453,Jonny 1%,OFA Bank (8071),# 398756,53.47,5347,,5400.47,Yes,Yes,No,Yes,No,,No
Legacy,2026-02-09,PO #00240,PSA,KDAY → KMSP,C404,,Sonrise,Net 30,10100,9032.24,1067.76,Jonny 1%,OFA Bank (8071),# 398756,90.32,9032.24,,9122.56,Yes,Yes,No,Yes,No,,No
Legacy,2026-02-07,PO #00239,PSA,KCVG → KMHT,C404,,Sonrise,Net 30,9200,8267.41,932.59,Jonny 1%,OFA Bank (8071),# 398630,82.67,8267.41,,8350.08,Yes,Yes,No,Yes,Yes,,No
Legacy,2026-02-04,PO #00238,PSA,KDAY → KSYR,C310,,Sonrise,Net 30,6900,5600,1300,Jonny 1%,OFA Bank (8071),# 398630,56,5600,,5656,Yes,Yes,No,Yes,Yes,,No
Legacy,2026-01-22,PO #00237,PSA ,KCVG → KMSN,C310,,Miller,Net 30,6100,4500,1600,Jonny 1%,OFA Bank (8071),# 398021,45,4500,,4545,Yes,Yes,No,Yes,Yes,,No
Legacy,2026-01-20,PO #00236,PSA,KCAK → KPVD,C310,,Sonrise,Net 30,9100,7828,1272,Jonny 1%,OFA Bank (8071),# 398021,78.28,7828,,7906.28,Yes,Yes,No,Yes,Yes,,No
Legacy,2026-01-19,PO #00234,PSA,KPHL → KBGR,Barron,,Moyer,Net 30,7100,5479.36,1620.64,Jonny 1%,OFA Bank (8071),# 397882,54.79,5479.36,,5534.15,Yes,Yes,No,Yes,Yes,,No
Legacy,2026-01-19,PO #00235,PSA,KCAK → KHPN,C310,,Sonrise,Net 30,7250,6020,1230,Jonny 1%,OFA Bank (8071),# 397882,60.2,6020,,6080.2,Yes,Yes,No,Yes,Yes,,No
